instance_name,K,formula_size,proofdoor_size,largest_interpolant_size,ratio,y_mode,y_value
oc8051gm98addr,4,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,5,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,6,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,7,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,8,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,9,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,1,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,2,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,3,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,4,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,5,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,6,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,7,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,8,0,0,0,nan,max_dependence,1.0
oc8051gmcadata,9,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,1,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,2,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,3,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,4,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,5,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,6,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,7,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,8,0,0,0,nan,max_dependence,1.0
oc8051gmfbaddr,9,0,0,0,nan,max_dependence,1.0
oski3b3i,1,0,0,0,nan,max_dependence,0.0
oski3b3i,2,0,0,0,nan,max_dependence,0.0
oski3b3i,3,0,0,0,nan,max_dependence,0.0
oski3b3i,4,0,0,0,nan,max_dependence,0.0
oski3b3i,5,0,0,0,nan,max_dependence,0.0
oski3b3i,6,0,0,0,nan,max_dependence,0.0
oski3b3i,7,0,0,0,nan,max_dependence,0.0
oski3b3i,8,0,0,0,nan,max_dependence,0.0
oski3b3i,9,0,0,0,nan,max_dependence,0.0
pdtpmsrotate32,1,0,0,0,nan,max_dependence,0.0
pdtpmsusbphy,1,0,0,0,nan,max_dependence,2.0
pdtpmsusbphy,2,0,0,0,nan,max_dependence,5.0
pdtswvsam6x8p1,1,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,2,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,3,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,4,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,5,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,6,0,0,0,nan,max_dependence,0.0
pdtswvsam6x8p1,7,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,1,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,2,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,3,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,4,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,5,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,6,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,7,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,8,0,0,0,nan,max_dependence,0.0
pdtvisblackjack0,9,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,1,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,2,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,3,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,4,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,5,0,0,0,nan,max_dependence,0.0
pdtvisblackjack1,6,0,0,0,nan,max_dependence,0.0
